airport_code,airport_name,city,state,latitude,longitude,elevation_ft,airport_type,has_ourairports_match,ops_segment
MCO,Orlando International Airport,"Orlando, FL",FL,28.429399490356445,-81.30899810791016,96.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
MCW,Mason City Municipal Airport,"Mason City, IA",IA,43.159801,-93.329716,1213.0,medium_airport,true,
MDT,Harrisburg International Airport,"Harrisburg, PA",PA,40.192838,-76.762333,310.0,medium_airport,true,"Regional - volatile delays, delay-prone"
MDW,Chicago Midway International Airport,"Chicago, IL",IL,41.785999,-87.752403,620.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
MEI,Key Field / Meridian Regional Airport,"Meridian, MS",MS,32.3326,-88.7519,297.0,medium_airport,true,
MEM,Frederick W. Smith International Airport,"Memphis, TN",TN,35.043845,-89.97634,341.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
MFE,McAllen Miller International Airport,"Mission/McAllen/Edinburg, TX",TX,26.176141,-98.237965,107.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
MFR,Rogue Valley International-Medford Airport,"Medford, OR",OR,42.374199,-122.873001,1335.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
MGM,Montgomery Regional (Dannelly Field) Airport,"Montgomery, AL",AL,32.300598,-86.393997,221.0,medium_airport,true,
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,"Morgantown, WV",WV,39.643305,-79.917598,1248.0,medium_airport,true,
MHK,Manhattan Regional Airport,"Manhattan/Ft. Riley, KS",KS,39.14099884033203,-96.6707992553711,1057.0,medium_airport,true,
MHT,Manchester-Boston Regional Airport,"Manchester, NH",NH,42.932598,-71.435699,266.0,medium_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
MIA,Miami International Airport,"Miami, FL",FL,25.796011,-80.289751,8.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
MKE,General Mitchell International Airport,"Milwaukee, WI",WI,42.947201,-87.896599,723.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
MLB,Melbourne Orlando International Airport,"Melbourne, FL",FL,28.102009,-80.641088,33.0,medium_airport,true,
MLI,Quad City International Airport,"Moline, IL",IL,41.448502,-90.5075,590.0,medium_airport,true,"Regional - volatile delays, delay-prone"
MLU,Monroe Regional Airport,"Monroe, LA",LA,32.510899,-92.037697,79.0,medium_airport,true,
MOB,Mobile Regional Airport,"Mobile, AL",AL,30.6912,-88.242798,219.0,medium_airport,true,
MOT,Minot International Airport,"Minot, ND",ND,48.25801,-101.279123,1716.0,medium_airport,true,
MQT,Marquette Sawyer Regional Airport,"Marquette, MI",MI,46.351498,-87.395884,1221.0,medium_airport,true,
MRY,Monterey Regional Airport,"Monterey, CA",CA,36.586777,-121.844183,257.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
MSN,Dane County Regional Truax Field,"Madison, WI",WI,43.1399,-89.337502,887.0,medium_airport,true,"Regional - volatile delays, delay-prone"
MSO,Missoula Montana Airport,"Missoula, MT",MT,46.915816,-114.091107,3206.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,"Minneapolis, MN",MN,44.880081,-93.221741,841.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
MSY,Louis Armstrong New Orleans International Airport,"New Orleans, LA",LA,29.993401,-90.264673,4.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
MTJ,Montrose Regional Airport,"Montrose/Delta, CO",CO,38.5098,-107.893997,5759.0,medium_airport,true,
MVY,Martha's Vineyard Airport,"Martha's Vineyard, MA",MA,41.3931007385,-70.6143035889,67.0,small_airport,true,
MYR,Myrtle Beach International Airport,"Myrtle Beach, SC",SC,33.679699,-78.928299,25.0,large_airport,true,"Regional - short-haul mix, few NAS delays"
OAJ,Albert J Ellis Airport,"Jacksonville/Camp Lejeune, NC",NC,34.829201,-77.612099,94.0,medium_airport,true,
OAK,Oakland San Francisco Bay Airport,"Oakland, CA",CA,37.720085,-122.221184,9.0,large_airport,true,"Mid-size - stable delays, quick turn"
OGG,Kahului International Airport,"Kahului, HI",HI,20.896263,-156.431837,54.0,large_airport,true,"Mid-size - stable delays, quick turn"
OKC,OKC Will Rogers World Airport,"Oklahoma City, OK",OK,35.393388,-97.598248,1295.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
OMA,Eppley Airfield,"Omaha, NE",NE,41.3032,-95.894096,984.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
OME,Nome Airport,"Nome, AK",AK,64.51219940185547,-165.44500732421875,37.0,medium_airport,true,
ONT,Ontario International Airport,"Ontario, CA",CA,34.056,-117.600998,944.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
ORD,Chicago O'Hare International Airport,"Chicago, IL",IL,41.9786,-87.9048,680.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
ORF,Norfolk International Airport,"Norfolk, VA",VA,36.895341,-76.201,26.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
ORH,Worcester Regional Airport,"Worcester, MA",MA,42.2673,-71.875702,1009.0,medium_airport,true,
OTH,Southwest Oregon Regional Airport,"North Bend/Coos Bay, OR",OR,43.41709899902344,-124.24600219726562,17.0,medium_airport,true,
OTZ,Ralph Wien Memorial Airport,"Kotzebue, AK",AK,66.88469696,-162.598999,14.0,medium_airport,true,
PAE,Seattle Paine Field International Airport,"Everett, WA",WA,47.9063,-122.281998,606.0,medium_airport,true,
PAH,Barkley Regional Airport,"Paducah, KY",KY,37.06079864501953,-88.7738037109375,410.0,medium_airport,true,
PBG,Plattsburgh International Airport,"Plattsburgh, NY",NY,44.650902,-73.468102,234.0,medium_airport,true,
PBI,President Donald J. Trump International Airport,"West Palm Beach/Palm Beach, FL",FL,26.683201,-80.095596,19.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
PDX,Portland International Airport,"Portland, OR",OR,45.588699,-122.598,31.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
PGD,Punta Gorda Airport,"Punta Gorda, FL",FL,26.9202,-81.990501,26.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
PHF,Newport News Williamsburg International Airport,"Newport News/Williamsburg, VA",VA,37.131901,-76.492996,42.0,medium_airport,true,
PHL,Philadelphia International Airport,"Philadelphia, PA",PA,39.871899,-75.241096,36.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
PHX,Phoenix Sky Harbor International Airport,"Phoenix, AZ",AZ,33.435302,-112.005905,1135.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
PIA,General Wayne A. Downing Peoria International Airport,"Peoria, IL",IL,40.663841,-89.692631,660.0,medium_airport,true,"Regional - volatile delays, delay-prone"
PIB,Hattiesburg Laurel Regional Airport,"Hattiesburg/Laurel, MS",MS,31.4671,-89.337097,298.0,medium_airport,true,
PIE,St. Petersburg Clearwater International Airport,"St. Petersburg, FL",FL,27.9102,-82.687401,11.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
PIH,Pocatello Regional Airport,"Pocatello, ID",ID,42.9098014831543,-112.59600067138672,4452.0,medium_airport,true,
PIR,Pierre Regional Airport,"Pierre, SD",SD,44.38270187,-100.2860031,1744.0,medium_airport,true,
PIT,Pittsburgh International Airport,"Pittsburgh, PA",PA,40.491501,-80.232903,1203.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
PLN,Pellston Regional Airport of Emmet County Airport,"Pellston, MI",MI,45.57089996,-84.79669952,721.0,medium_airport,true,
PNS,Pensacola International Airport,"Pensacola, FL",FL,30.472718,-87.186639,121.0,large_airport,true,"Regional - short-haul mix, few NAS delays"
PPG,Pago Pago International Airport,"Pago Pago, TT",TT,-14.331,-170.710007,32.0,large_airport,true,
PQI,Presque Isle International Airport,"Presque Isle/Houlton, ME",ME,46.688999,-68.0448,534.0,medium_airport,true,
PRC,Prescott Regional Airport - Ernest A. Love Field,"Prescott, AZ",AZ,34.653502,-112.419883,5045.0,medium_airport,true,
PSC,Tri Cities Airport,"Pasco/Kennewick/Richland, WA",WA,46.264702,-119.119003,410.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
PSE,Mercedita International Airport,"Ponce, PR",PR,18.008301,-66.563004,29.0,medium_airport,true,
PSG,Petersburg James A Johnson Airport,"Petersburg, AK",AK,56.80170059,-132.9450073,111.0,medium_airport,true,
PSM,Portsmouth International Airport at Pease,"Portsmouth, NH",NH,43.0779,-70.823303,100.0,medium_airport,true,
PSP,Palm Springs International Airport,"Palm Springs, CA",CA,33.8297,-116.507004,477.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
PVD,Rhode Island T. F. Green International Airport,"Providence, RI",RI,41.725038,-71.425668,55.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
PVU,Provo Municipal Airport,"Provo, UT",UT,40.218894,-111.722445,4497.0,medium_airport,true,
PWM,Portland International Jetport,"Portland, ME",ME,43.646198,-70.309303,76.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
RAP,Rapid City Regional Airport,"Rapid City, SD",SD,44.0452995300293,-103.05699920654297,3204.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
RDD,Redding Municipal Airport,"Redding, CA",CA,40.50899887,-122.2929993,505.0,medium_airport,true,
RDM,Roberts Field,"Bend/Redmond, OR",OR,44.254101,-121.150002,3080.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
RDU,Raleigh-Durham International Airport,"Raleigh/Durham, NC",NC,35.878659,-78.7873,435.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
RFD,Chicago Rockford International Airport,"Rockford, IL",IL,42.1954,-89.097198,742.0,medium_airport,true,
RHI,Rhinelander Oneida County Airport,"Rhinelander, WI",WI,45.63119888305664,-89.46749877929688,1624.0,medium_airport,true,
RIC,Richmond International Airport,"Richmond, VA",VA,37.505199,-77.319702,167.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
RIW,Central Wyoming Regional Airport,"Riverton/Lander, WY",WY,43.064201,-108.459999,5525.0,medium_airport,true,
RKS,Southwest Wyoming Regional Airport,"Rock Springs, WY",WY,41.5942,-109.065001,6764.0,medium_airport,true,
RNO,Reno Tahoe International Airport,"Reno, NV",NV,39.4991,-119.767998,4415.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
ROA,Roanoke–Blacksburg Regional Airport,"Roanoke, VA",VA,37.3255,-79.975403,1175.0,medium_airport,true,
ROC,Frederick Douglass Greater Rochester International Airport,"Rochester, NY",NY,43.1189,-77.672401,559.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
ROW,Roswell Air Center Airport,"Roswell, NM",NM,33.301601,-104.530998,3671.0,medium_airport,true,
RST,Rochester International Airport,"Rochester, MN",MN,43.908298,-92.5,1317.0,medium_airport,true,
RSW,Southwest Florida International Airport,"Fort Myers, FL",FL,26.534685,-81.752816,30.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
SAF,Santa Fe Municipal Airport,"Santa Fe, NM",NM,35.6171,-106.088997,6348.0,medium_airport,true,"Regional - volatile delays, delay-prone"
SAN,San Diego International Airport,"San Diego, CA",CA,32.733601,-117.190002,17.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
SAT,San Antonio International Airport,"San Antonio, TX",TX,29.533701,-98.469803,809.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
SAV,Savannah Hilton Head International Airport,"Savannah, GA",GA,32.126591,-81.19998,50.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
SBA,Santa Barbara Municipal Airport,"Santa Barbara, CA",CA,34.426201,-119.839996,13.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
SBN,South Bend International Airport,"South Bend, IN",IN,41.708304,-86.316922,799.0,medium_airport,true,"Regional - volatile delays, delay-prone"
SBP,San Luis County Regional Airport,"San Luis Obispo, CA",CA,35.236801147499996,-120.641998291,212.0,medium_airport,true,"Regional - volatile delays, delay-prone"
SCC,Deadhorse Airport,"Deadhorse, AK",AK,70.19470215,-148.4649963,65.0,medium_airport,true,
SCE,State College Regional Airport,"State College, PA",PA,40.849374,-77.84852,1239.0,medium_airport,true,
SCK,Stockton Metropolitan Airport,"Stockton, CA",CA,37.893279,-121.238079,33.0,medium_airport,true,
SDF,Louisville Muhammad Ali International Airport,"Louisville, KY",KY,38.1706,-85.735076,501.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
SEA,Seattle–Tacoma International Airport,"Seattle, WA",WA,47.447943,-122.310276,433.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
SFB,Orlando Sanford International Airport,"Sanford, FL",FL,28.774277,-81.234626,55.0,large_airport,true,"Regional - volatile delays, delay-prone"
SFO,San Francisco International Airport,"San Francisco, CA",CA,37.619806,-122.374821,13.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
SGF,Springfield Branson National Airport,"Springfield, MO",MO,37.245047,-93.388596,1268.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
SGU,St George Regional Airport,"St. George, UT",UT,37.036389,-113.510306,2941.0,medium_airport,true,"Regional - few knock-on delays, morning-heavy bank"
SHD,Shenandoah Valley Regional Airport,"Staunton, VA",VA,38.263802,-78.8964,1201.0,medium_airport,true,
SHR,Sheridan County Airport,"Sheridan, WY",WY,44.76919937133789,-106.9800033569336,4021.0,medium_airport,true,
SHV,Shreveport Regional Airport,"Shreveport, LA",LA,32.444747,-93.826741,258.0,medium_airport,true,"Regional - volatile delays, delay-prone"
SIT,Sitka Rocky Gutierrez Airport,"Sitka, AK",AK,57.04710006713867,-135.36199951171875,21.0,medium_airport,true,
SJC,Mineta San Jose International Airport,"San Jose, CA",CA,37.362452,-121.929188,62.0,large_airport,true,"Mid-size - stable delays, quick turn"
SJT,San Angelo Regional Mathis Field,"San Angelo, TX",TX,31.35770034790039,-100.49600219726562,1919.0,medium_airport,true,
SJU,Luis Munoz Marin International Airport,"San Juan, PR",PR,18.4394,-66.001801,9.0,large_airport,true,"Mid-size - stable delays, quick turn"
SLC,Salt Lake City International Airport,"Salt Lake City, UT",UT,40.78886,-111.979866,4227.0,large_airport,true,"Major hub - evening-heavy bank, long taxi-out / congested"
SLN,Salina Municipal Airport,"Salina, KS",KS,38.79100036621094,-97.6521987915039,1288.0,medium_airport,true,
SMF,Sacramento International Airport,"Sacramento, CA",CA,38.6954,-121.591003,27.0,large_airport,true,"Mid-size - stable delays, quick turn"
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,"Santa Maria, CA",CA,34.898899,-120.457001,261.0,medium_airport,true,
SNA,John Wayne Orange County International Airport,"Santa Ana, CA",CA,33.675063,-117.869281,56.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
SPI,Abraham Lincoln Capital Airport,"Springfield, IL",IL,39.844101,-89.677902,598.0,medium_airport,true,
SPN,Saipan International Airport,"Saipan, TT",TT,15.119384,145.728848,215.0,medium_airport,true,
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,"Wichita Falls, TX",TX,33.9888,-98.491898,1019.0,medium_airport,true,
SRQ,Sarasota Bradenton International Airport,"Sarasota/Bradenton, FL",FL,27.394631,-82.554359,30.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
STC,Saint Cloud Regional Airport,"St. Cloud, MN",MN,45.5466,-94.059898,1031.0,medium_airport,true,
STL,St. Louis Lambert International Airport,"St. Louis, MO",MO,38.748697,-90.370003,618.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
STS,Charles M. Schulz Sonoma County Airport,"Santa Rosa, CA",CA,38.50899887,-122.8130035,128.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
STT,Cyril E. King Airport,"Charlotte Amalie, VI",VI,18.337091,-64.977251,23.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
STX,Henry E. Rohlsen Airport,"Christiansted, VI",VI,17.701413,-64.802608,74.0,medium_airport,true,
SUN,Friedman Memorial Airport,"Sun Valley/Hailey/Ketchum, ID",ID,43.50439835,-114.2959976,5318.0,medium_airport,true,
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,"Sioux City, IA",IA,42.397605,-96.382237,1098.0,medium_airport,true,
SWF,New York Stewart International Airport,"Newburgh/Poughkeepsie, NY",NY,41.50421,-74.108901,491.0,medium_airport,true,
SWO,Stillwater Regional Airport,"Stillwater, OK",OK,36.162132,-97.085581,1000.0,medium_airport,true,
SYR,Syracuse Hancock International Airport,"Syracuse, NY",NY,43.11119842529297,-76.1063003540039,421.0,large_airport,true,"Regional - volatile delays, delay-prone"
TLH,Tallahassee International Airport,"Tallahassee, FL",FL,30.401209,-84.35433,81.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
TOL,Eugene F. Kranz Toledo Express Airport,"Toledo, OH",OH,41.5868,-83.8078,683.0,medium_airport,true,
TPA,Tampa International Airport,"Tampa, FL",FL,27.9755,-82.533203,26.0,large_airport,true,"Mid-size - ATC/NAS-constrained, low weather exposure"
TRI,Tri-Cities Regional TN/VA Airport,"Bristol/Johnson City/Kingsport, TN",TN,36.475201,-82.407401,1519.0,medium_airport,true,
TTN,Trenton Mercer Airport,"Trenton, NJ",NJ,40.276699,-74.813499,213.0,medium_airport,true,
TUL,Tulsa International Airport,"Tulsa, OK",OK,36.197084,-95.886225,677.0,large_airport,true,"Regional - short-haul mix, few NAS delays"
TUS,Tucson International Airport,"Tucson, AZ",AZ,32.115004,-110.938053,2643.0,large_airport,true,"Regional - few knock-on delays, morning-heavy bank"
TVC,Cherry Capital Airport,"Traverse City, MI",MI,44.741402,-85.582199,624.0,medium_airport,true,"Regional - volatile delays, delay-prone"
TWF,Joslin Field Magic Valley Regional Airport,"Twin Falls, ID",ID,42.4818,-114.487999,4154.0,medium_airport,true,
TXK,Texarkana Regional Airport (Webb Field),"Texarkana, AR",AR,33.453701,-93.990997,390.0,medium_airport,true,
TYR,Tyler Pounds Regional Airport,"Tyler, TX",TX,32.35409927368164,-95.40239715576172,544.0,medium_airport,true,
TYS,McGhee Tyson Airport,"Knoxville, TN",TN,35.811001,-83.994003,981.0,large_airport,true,"Regional - short-haul mix, few NAS delays"
USA,Concord-Padgett Regional Airport,"Concord, NC",NC,35.387798,-80.709099,705.0,medium_airport,true,
VCT,Victoria Regional Airport,"Victoria, TX",TX,28.85260009765625,-96.91850280761719,115.0,medium_airport,true,
VPS,Destin-Fort Walton Beach Airport,"Valparaiso, FL",FL,30.481315,-86.515839,87.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
VRB,Vero Beach Regional Airport,"Vero Beach, FL",FL,27.6556,-80.417901,24.0,medium_airport,true,
WRG,Wrangell Airport,"Wrangell, AK",AK,56.48429871,-132.3699951,49.0,medium_airport,true,
WYS,Yellowstone Airport,"West Yellowstone, MT",MT,44.6884,-111.117996,6649.0,medium_airport,true,
XNA,Northwest Arkansas National Airport,"Fayetteville, AR",AR,36.281898,-94.306801,1287.0,medium_airport,true,"Regional - short-haul mix, few NAS delays"
XWA,Williston Basin International Airport,"Williston, ND",ND,48.260863,-103.75116,2344.0,medium_airport,true,
YAK,Yakutat Airport,"Yakutat, AK",AK,59.508717,-139.660435,33.0,medium_airport,true,
YUM,Yuma International Airport / Marine Corps Air Station Yuma,"Yuma, AZ",AZ,32.650938,-114.609375,213.0,medium_airport,true,
